|income_band  |date      |death_rate   |
|High Income  |2021-09-11|2.0428073638 |
|Low Income   |2021-09-11|1.5823711176 |
|Middle Income|2021-09-12|2.269816929  |
|High Income  |2021-09-12|2.0324331962 |
|Low Income   |2021-09-12|1.5811008866 |
|Middle Income|2021-09-13|2.269816929  |
|High Income  |2021-09-13|2.0324331962 |
|Low Income   |2021-09-13|1.5811008866 |
|Middle Income|2021-09-14|2.269816929  |
|High Income  |2021-09-14|2.0324331962 |
|Low Income   |2021-09-14|1.5811008866 |
|Middle Income|2021-09-15|2.269816929  |
|High Income  |2021-09-15|2.0324331962 |
|Low Income   |2021-09-15|1.5811008866 |
|Middle Income|2021-09-16|2.269816929  |
|High Income  |2021-09-16|2.0324331962 |
|Low Income   |2021-09-16|1.5811008866 |
|Middle Income|2021-09-17|2.269816929  |
|High Income  |2021-09-17|2.0324331962 |
|Low Income   |2021-09-17|1.5811008866 |
|Middle Income|2021-09-18|2.269816929  |
|High Income  |2021-09-18|2.0324331962 |
|Low Income   |2021-09-18|1.5811008866 |
|Middle Income|2021-09-19|2.2633223468 |
|High Income  |2021-09-19|2.0242041497 |
|Low Income   |2021-09-19|1.581856485  |
|Middle Income|2021-09-20|2.2633223468 |
|High Income  |2021-09-20|2.0242041497 |
|Low Income   |2021-09-20|1.581856485  |
|Middle Income|2021-09-21|2.2633223468 |
|High Income  |2021-09-21|2.0242041497 |
|Low Income   |2021-09-21|1.581856485  |
|Middle Income|2021-09-22|2.2633223468 |
|High Income  |2021-09-22|2.0242041497 |
|Low Income   |2021-09-22|1.581856485  |
|Middle Income|2021-09-23|2.2633223468 |
|High Income  |2021-09-23|2.0242041497 |
|Low Income   |2021-09-23|1.581856485  |
|Middle Income|2021-09-24|2.2633223468 |
|High Income  |2021-09-24|2.0242041497 |
|Low Income   |2021-09-24|1.581856485  |
|Middle Income|2021-09-25|2.2633223468 |
|High Income  |2021-09-25|2.0242041497 |
|Low Income   |2021-09-25|1.581856485  |
|Middle Income|2021-09-26|2.2551388775 |
|High Income  |2021-09-26|2.0162918282 |
|Low Income   |2021-09-26|1.5800268183 |
|Middle Income|2021-09-27|2.2551388775 |
|High Income  |2021-09-27|2.0162918282 |
|Low Income   |2021-09-27|1.5800268183 |
|Middle Income|2021-09-28|2.2551388775 |
|High Income  |2021-09-28|2.0162918282 |
|Low Income   |2021-09-28|1.5800268183 |
|Middle Income|2021-09-29|2.2551388775 |
|High Income  |2021-09-29|2.0162918282 |
|Low Income   |2021-09-29|1.5800268183 |
|Middle Income|2021-09-30|2.2551388775 |
|High Income  |2021-09-30|2.0162918282 |
|Low Income   |2021-09-30|1.5800268183 |
|Middle Income|2021-10-01|2.2551388775 |
|High Income  |2021-10-01|2.0162918282 |
|Low Income   |2021-10-01|1.5800268183 |
|Middle Income|2021-10-02|2.2551388775 |
|High Income  |2021-10-02|2.0162918282 |
|Low Income   |2021-10-02|1.5800268183 |
|Middle Income|2021-10-03|2.2492789884 |
|High Income  |2021-10-03|2.0106303643 |
|Low Income   |2021-10-03|1.5817407    |
|Middle Income|2021-10-04|2.2492789884 |
|High Income  |2021-10-04|2.0106303643 |
|Low Income   |2021-10-04|1.5817407    |
|Middle Income|2021-10-05|2.2492789884 |
|High Income  |2021-10-05|2.0106303643 |
|Low Income   |2021-10-05|1.5817407    |
|Middle Income|2021-10-06|2.2492789884 |
|High Income  |2021-10-06|2.0106303643 |
|Low Income   |2021-10-06|1.5817407    |
|Middle Income|2021-10-07|2.2492789884 |
|High Income  |2021-10-07|2.0106303643 |
|Low Income   |2021-10-07|1.5817407    |
|Middle Income|2021-10-08|2.2492789884 |
|High Income  |2021-10-08|2.0106303643 |
|Low Income   |2021-10-08|1.5817407    |
|Middle Income|2021-10-09|2.2492789884 |
|High Income  |2021-10-09|2.0106303643 |
|Low Income   |2021-10-09|1.5817407    |
|Middle Income|2021-10-10|2.2430323976 |
|High Income  |2021-10-10|2.0047800727 |
|Low Income   |2021-10-10|1.5835342035 |
|Middle Income|2021-10-11|2.2430323976 |
|High Income  |2021-10-11|2.0047800727 |
|Low Income   |2021-10-11|1.5835342035 |
|Middle Income|2021-10-12|2.2430323976 |
|High Income  |2021-10-12|2.0047800727 |
|Low Income   |2021-10-12|1.5835342035 |
|Middle Income|2021-10-13|2.2430323976 |
|High Income  |2021-10-13|2.0047800727 |
|Low Income   |2021-10-13|1.5835342035 |
|Middle Income|2021-10-14|2.2430323976 |
|High Income  |2021-10-14|2.0047800727 |
|Low Income   |2021-10-14|1.5835342035 |
|Middle Income|2021-10-15|2.2430323976 |
|High Income  |2021-10-15|2.0047800727 |
|Low Income   |2021-10-15|1.5835342035 |
|Middle Income|2021-10-16|2.2430323976 |
|High Income  |2021-10-16|2.0047800727 |
|Low Income   |2021-10-16|1.5835342035 |
|Middle Income|2021-10-17|2.2363151953 |
|High Income  |2021-10-17|1.9986577595 |
|Low Income   |2021-10-17|1.5867239742 |
|Middle Income|2021-10-18|2.2363151953 |
|High Income  |2021-10-18|1.9986577595 |
|Low Income   |2021-10-18|1.5867239742 |
|Middle Income|2021-10-19|2.2363151953 |
|High Income  |2021-10-19|1.9986577595 |
|Low Income   |2021-10-19|1.5867239742 |
|Middle Income|2021-10-20|2.2363151953 |
|High Income  |2021-10-20|1.9986577595 |
|Low Income   |2021-10-20|1.5867239742 |
|Middle Income|2021-10-21|2.2363151953 |
|High Income  |2021-10-21|1.9986577595 |
|Low Income   |2021-10-21|1.5867239742 |
|Middle Income|2021-10-22|2.2363151953 |
|High Income  |2021-10-22|1.9986577595 |
|Low Income   |2021-10-22|1.5867239742 |
|Middle Income|2021-10-23|2.2363151953 |
|High Income  |2021-10-23|1.9986577595 |
|Low Income   |2021-10-23|1.5867239742 |
|Middle Income|2021-10-24|2.2297059814 |
|High Income  |2021-10-24|1.9926917382 |
|Low Income   |2021-10-24|1.5923058943 |
|Middle Income|2021-10-25|2.2297059814 |
|High Income  |2021-10-25|1.9926917382 |
|Low Income   |2021-10-25|1.5923058943 |
|Middle Income|2021-10-26|2.2297059814 |
|High Income  |2021-10-26|1.9926917382 |
|Low Income   |2021-10-26|1.5923058943 |
|Middle Income|2021-10-27|2.2297059814 |
|High Income  |2021-10-27|1.9926917382 |
|Low Income   |2021-10-27|1.5923058943 |
|Middle Income|2021-10-28|2.2297059814 |
|High Income  |2021-10-28|1.9926917382 |
|Low Income   |2021-10-28|1.5923058943 |
|Middle Income|2021-10-29|2.2297059814 |
|High Income  |2021-10-29|1.9926917382 |
|Low Income   |2021-10-29|1.5923058943 |
|Middle Income|2021-10-30|2.2297059814 |
|High Income  |2021-10-30|1.9926917382 |
|Low Income   |2021-10-30|1.5923058943 |
|Middle Income|2021-10-31|2.2230147939 |
|High Income  |2021-10-31|1.9857402247 |
|Low Income   |2021-10-31|1.6021181393 |
|Middle Income|2021-11-01|2.2230147939 |
|High Income  |2021-11-01|1.9857402247 |
|Low Income   |2021-11-01|1.6021181393 |
|Middle Income|2021-11-02|2.2230147939 |
|High Income  |2021-11-02|1.9857402247 |
|Low Income   |2021-11-02|1.6021181393 |
|Middle Income|2021-11-03|2.2230147939 |
|High Income  |2021-11-03|1.9857402247 |
|Low Income   |2021-11-03|1.6021181393 |
|Middle Income|2021-11-04|2.2230147939 |
|High Income  |2021-11-04|1.9857402247 |
|Low Income   |2021-11-04|1.6021181393 |
|Middle Income|2021-11-05|2.2230147939 |
|High Income  |2021-11-05|1.9857402247 |
|Low Income   |2021-11-05|1.6021181393 |
|Middle Income|2021-11-06|2.2230147939 |
|High Income  |2021-11-06|1.9857402247 |
|Low Income   |2021-11-06|1.6021181393 |
|Middle Income|2021-11-07|2.2158026259 |
|High Income  |2021-11-07|1.9774835053 |
|Low Income   |2021-11-07|1.6107510566 |
|Middle Income|2021-11-08|2.2158026259 |
|High Income  |2021-11-08|1.9774835053 |
|Low Income   |2021-11-08|1.6107510566 |
|Middle Income|2021-11-09|2.2158026259 |
|High Income  |2021-11-09|1.9774835053 |
|Low Income   |2021-11-09|1.6107510566 |
|Middle Income|2021-11-10|2.2158026259 |
|High Income  |2021-11-10|1.9774835053 |
|Low Income   |2021-11-10|1.6107510566 |
|Middle Income|2021-11-11|2.2158026259 |
|High Income  |2021-11-11|1.9774835053 |
|Low Income   |2021-11-11|1.6107510566 |
|Middle Income|2021-11-12|2.2158026259 |
|High Income  |2021-11-12|1.9774835053 |
|Low Income   |2021-11-12|1.6107510566 |
|Middle Income|2021-11-13|2.2158026259 |
|High Income  |2021-11-13|1.9774835053 |
|Low Income   |2021-11-13|1.6107510566 |
|Middle Income|2021-11-14|2.2073264407 |
|High Income  |2021-11-14|1.9665921792 |
|Low Income   |2021-11-14|1.6202679786 |
|Middle Income|2021-11-15|2.2073264407 |
|High Income  |2021-11-15|1.9665921792 |
|Low Income   |2021-11-15|1.6202679786 |
|Middle Income|2021-11-16|2.2073264407 |
|High Income  |2021-11-16|1.9665921792 |
|Low Income   |2021-11-16|1.6202679786 |
|Middle Income|2021-11-17|2.2073264407 |
|High Income  |2021-11-17|1.9665921792 |
|Low Income   |2021-11-17|1.6202679786 |
|Middle Income|2021-11-18|2.2073264407 |
|High Income  |2021-11-18|1.9665921792 |
|Low Income   |2021-11-18|1.6202679786 |
|Middle Income|2021-11-19|2.2073264407 |
|High Income  |2021-11-19|1.9665921792 |
|Low Income   |2021-11-19|1.6202679786 |
|Middle Income|2021-11-20|2.2073264407 |
|High Income  |2021-11-20|1.9665921792 |
|Low Income   |2021-11-20|1.6202679786 |
|Middle Income|2021-11-21|2.198521541  |
|High Income  |2021-11-21|1.9534279943 |
|Low Income   |2021-11-21|1.6295699882 |
|Middle Income|2021-11-22|2.198521541  |
|High Income  |2021-11-22|1.9534279943 |
|Low Income   |2021-11-22|1.6295699882 |
|Middle Income|2021-11-23|2.198521541  |
|High Income  |2021-11-23|1.9534279943 |
|Low Income   |2021-11-23|1.6295699882 |
|Middle Income|2021-11-24|2.198521541  |
|High Income  |2021-11-24|1.9534279943 |
|Low Income   |2021-11-24|1.6295699882 |
|Middle Income|2021-11-25|2.198521541  |
|High Income  |2021-11-25|1.9534279943 |
|Low Income   |2021-11-25|1.6295699882 |
|Middle Income|2021-11-26|2.198521541  |
|High Income  |2021-11-26|1.9534279943 |
|Low Income   |2021-11-26|1.6295699882 |
|Middle Income|2021-11-27|2.198521541  |
|High Income  |2021-11-27|1.9534279943 |
|Low Income   |2021-11-27|1.6295699882 |
|Middle Income|2021-11-28|2.1872533632 |
|High Income  |2021-11-28|1.936738962  |
|Low Income   |2021-11-28|1.6382704551 |
|Middle Income|2021-11-29|2.1872533632 |
|High Income  |2021-11-29|1.936738962  |
|Low Income   |2021-11-29|1.6382704551 |
|Middle Income|2021-11-30|2.1872533632 |
|High Income  |2021-11-30|1.936738962  |
|Low Income   |2021-11-30|1.6382704551 |
|Middle Income|2021-12-01|2.1872533632 |
|High Income  |2021-12-01|1.936738962  |
|Low Income   |2021-12-01|1.6382704551 |
|Middle Income|2021-12-02|2.1872533632 |
|High Income  |2021-12-02|1.936738962  |
|Low Income   |2021-12-02|1.6382704551 |
|Middle Income|2021-12-03|2.1872533632 |
|High Income  |2021-12-03|1.936738962  |
|Low Income   |2021-12-03|1.6382704551 |
|Middle Income|2021-12-04|2.1872533632 |
|High Income  |2021-12-04|1.936738962  |
|Low Income   |2021-12-04|1.6382704551 |
|Middle Income|2021-12-05|2.1761281801 |
|High Income  |2021-12-05|1.9199672327 |
|Low Income   |2021-12-05|1.6495004146 |
|Middle Income|2021-12-06|2.1761281801 |
|High Income  |2021-12-06|1.9199672327 |
|Low Income   |2021-12-06|1.6495004146 |
|Middle Income|2021-12-07|2.1761281801 |
|High Income  |2021-12-07|1.9199672327 |
|Low Income   |2021-12-07|1.6495004146 |
|Middle Income|2021-12-08|2.1761281801 |
|High Income  |2021-12-08|1.9199672327 |
|Low Income   |2021-12-08|1.6495004146 |
|Middle Income|2021-12-09|2.1761281801 |
|High Income  |2021-12-09|1.9199672327 |
|Low Income   |2021-12-09|1.6495004146 |
|Middle Income|2021-12-10|2.1761281801 |
|High Income  |2021-12-10|1.9199672327 |
|Low Income   |2021-12-10|1.6495004146 |
|Middle Income|2021-12-11|2.1761281801 |
|High Income  |2021-12-11|1.9199672327 |
|Low Income   |2021-12-11|1.6495004146 |
|Middle Income|2021-12-12|2.1639990817 |
|High Income  |2021-12-12|1.9025096652 |
|Low Income   |2021-12-12|1.6543395459 |
|Middle Income|2021-12-13|2.1639990817 |
|High Income  |2021-12-13|1.9025096652 |
|Low Income   |2021-12-13|1.6543395459 |
|Middle Income|2021-12-14|2.1639990817 |
|High Income  |2021-12-14|1.9025096652 |
|Low Income   |2021-12-14|1.6543395459 |
|Middle Income|2021-12-15|2.1639990817 |
|High Income  |2021-12-15|1.9025096652 |
|Low Income   |2021-12-15|1.6543395459 |
|Middle Income|2021-12-16|2.1639990817 |
|High Income  |2021-12-16|1.9025096652 |
|Low Income   |2021-12-16|1.6543395459 |
|Middle Income|2021-12-17|2.1639990817 |
|High Income  |2021-12-17|1.9025096652 |
|Low Income   |2021-12-17|1.6543395459 |
|Middle Income|2021-12-18|2.1639990817 |
|High Income  |2021-12-18|1.9025096652 |
|Low Income   |2021-12-18|1.6543395459 |
|Middle Income|2021-12-19|2.1492497713 |
|High Income  |2021-12-19|1.8817700514 |
|Low Income   |2021-12-19|1.6562826544 |
|Middle Income|2021-12-20|2.1492497713 |
|High Income  |2021-12-20|1.8817700514 |
|Low Income   |2021-12-20|1.6562826544 |
|Middle Income|2021-12-21|2.1492497713 |
|High Income  |2021-12-21|1.8817700514 |
|Low Income   |2021-12-21|1.6562826544 |
|Middle Income|2021-12-22|2.1492497713 |
|High Income  |2021-12-22|1.8817700514 |
|Low Income   |2021-12-22|1.6562826544 |
|Middle Income|2021-12-23|2.1492497713 |
|High Income  |2021-12-23|1.8817700514 |
|Low Income   |2021-12-23|1.6562826544 |
|Middle Income|2021-12-24|2.1492497713 |
|High Income  |2021-12-24|1.8817700514 |
|Low Income   |2021-12-24|1.6562826544 |
|Middle Income|2021-12-25|2.1492497713 |
|High Income  |2021-12-25|1.8817700514 |
|Low Income   |2021-12-25|1.6562826544 |
|Middle Income|2021-12-26|2.1268478811 |
|High Income  |2021-12-26|1.8498321921 |
|Low Income   |2021-12-26|1.6580389441 |
|Middle Income|2021-12-27|2.1268478811 |
|High Income  |2021-12-27|1.8498321921 |
|Low Income   |2021-12-27|1.6580389441 |
|Middle Income|2021-12-28|2.1268478811 |
|High Income  |2021-12-28|1.8498321921 |
|Low Income   |2021-12-28|1.6580389441 |
|Middle Income|2021-12-29|2.1268478811 |
|High Income  |2021-12-29|1.8498321921 |
|Low Income   |2021-12-29|1.6580389441 |
|Middle Income|2021-12-30|2.1268478811 |
|High Income  |2021-12-30|1.8498321921 |
|Low Income   |2021-12-30|1.6580389441 |
|Middle Income|2021-12-31|2.1268478811 |
|High Income  |2021-12-31|1.8498321921 |
|Low Income   |2021-12-31|1.6580389441 |
|Middle Income|2022-01-01|2.1268478811 |
|High Income  |2022-01-01|1.8498321921 |
|Low Income   |2022-01-01|1.6580389441 |
|Middle Income|2022-01-02|2.0776765591 |
|High Income  |2022-01-02|1.7844750601 |
|Low Income   |2022-01-02|1.654522513  |
|Middle Income|2022-01-03|2.0776765591 |
|High Income  |2022-01-03|1.7844750601 |
|Low Income   |2022-01-03|1.654522513  |
|Middle Income|2022-01-04|2.0776765591 |
|High Income  |2022-01-04|1.7844750601 |
|Low Income   |2022-01-04|1.654522513  |
|Middle Income|2022-01-05|2.0776765591 |
|High Income  |2022-01-05|1.7844750601 |
|Low Income   |2022-01-05|1.654522513  |
|Middle Income|2022-01-06|2.0776765591 |
|High Income  |2022-01-06|1.7844750601 |
|Low Income   |2022-01-06|1.654522513  |
|Middle Income|2022-01-07|2.0776765591 |
|High Income  |2022-01-07|1.7844750601 |
|Low Income   |2022-01-07|1.654522513  |
|Middle Income|2022-01-08|2.0776765591 |
|High Income  |2022-01-08|1.7844750601 |
|Low Income   |2022-01-08|1.654522513  |
|Middle Income|2022-01-09|1.9960593102 |
|High Income  |2022-01-09|1.6873416249 |
|Low Income   |2022-01-09|1.6308123463 |
|Middle Income|2022-01-10|1.9960593102 |
|High Income  |2022-01-10|1.6873416249 |
|Low Income   |2022-01-10|1.6308123463 |
|Middle Income|2022-01-11|1.9960593102 |
|High Income  |2022-01-11|1.6873416249 |
|Low Income   |2022-01-11|1.6308123463 |
|Middle Income|2022-01-12|1.9960593102 |
|High Income  |2022-01-12|1.6873416249 |
|Low Income   |2022-01-12|1.6308123463 |
|Middle Income|2022-01-13|1.9960593102 |
|High Income  |2022-01-13|1.6873416249 |
|Low Income   |2022-01-13|1.6308123463 |
|Middle Income|2022-01-14|1.9960593102 |
|High Income  |2022-01-14|1.6873416249 |
|Low Income   |2022-01-14|1.6308123463 |
|Middle Income|2022-01-15|1.9960593102 |
|High Income  |2022-01-15|1.6873416249 |
|Low Income   |2022-01-15|1.6308123463 |
|Middle Income|2022-01-16|1.9001957582 |
|High Income  |2022-01-16|1.5844182246 |
|Low Income   |2022-01-16|1.5783575005 |
|Middle Income|2022-01-17|1.9001957582 |
|High Income  |2022-01-17|1.5844182246 |
|Low Income   |2022-01-17|1.5783575005 |
|Middle Income|2022-01-18|1.9001957582 |
|High Income  |2022-01-18|1.5844182246 |
|Low Income   |2022-01-18|1.5783575005 |
|Middle Income|2022-01-19|1.9001957582 |
|High Income  |2022-01-19|1.5844182246 |
|Low Income   |2022-01-19|1.5783575005 |
|Middle Income|2022-01-20|1.9001957582 |
|High Income  |2022-01-20|1.5844182246 |
|Low Income   |2022-01-20|1.5783575005 |
|Middle Income|2022-01-21|1.9001957582 |
|High Income  |2022-01-21|1.5844182246 |
|Low Income   |2022-01-21|1.5783575005 |
|Middle Income|2022-01-22|1.9001957582 |
|High Income  |2022-01-22|1.5844182246 |
|Low Income   |2022-01-22|1.5783575005 |
|Middle Income|2022-01-23|1.8006992291 |
|Low Income   |2022-01-23|1.515210848  |
|High Income  |2022-01-23|1.4840683999 |
|Middle Income|2022-01-24|1.8006992291 |
|Low Income   |2022-01-24|1.515210848  |
|High Income  |2022-01-24|1.4840683999 |
|Middle Income|2022-01-25|1.8006992291 |
|Low Income   |2022-01-25|1.515210848  |
|High Income  |2022-01-25|1.4840683999 |
|Middle Income|2022-01-26|1.8006992291 |
|Low Income   |2022-01-26|1.515210848  |
|High Income  |2022-01-26|1.4840683999 |
|Middle Income|2022-01-27|1.8006992291 |
|Low Income   |2022-01-27|1.515210848  |
|High Income  |2022-01-27|1.4840683999 |
|Middle Income|2022-01-28|1.8006992291 |
|Low Income   |2022-01-28|1.515210848  |
|High Income  |2022-01-28|1.4840683999 |
|Middle Income|2022-01-29|1.8006992291 |
|Low Income   |2022-01-29|1.515210848  |
|High Income  |2022-01-29|1.4840683999 |
|Middle Income|2022-01-30|1.7125716047 |
|Low Income   |2022-01-30|1.4632444796 |
|High Income  |2022-01-30|1.4000902354 |
|Middle Income|2022-01-31|1.7125716047 |
|Low Income   |2022-01-31|1.4632444796 |
|High Income  |2022-01-31|1.4000902354 |
|Middle Income|2022-02-01|1.7125716047 |
|Low Income   |2022-02-01|1.4632444796 |
|High Income  |2022-02-01|1.4000902354 |
|Middle Income|2022-02-02|1.7125716047 |
|Low Income   |2022-02-02|1.4632444796 |
|High Income  |2022-02-02|1.4000902354 |
|Middle Income|2022-02-03|1.7125716047 |
|Low Income   |2022-02-03|1.4632444796 |
|High Income  |2022-02-03|1.4000902354 |
|Middle Income|2022-02-04|1.7125716047 |
|Low Income   |2022-02-04|1.4632444796 |
|High Income  |2022-02-04|1.4000902354 |
|Middle Income|2022-02-05|1.7125716047 |
|Low Income   |2022-02-05|1.4632444796 |
|High Income  |2022-02-05|1.4000902354 |
|Middle Income|2022-02-06|1.6466323608 |
|Low Income   |2022-02-06|1.4369953384 |
|High Income  |2022-02-06|1.3423469442 |
|Middle Income|2022-02-07|1.6466323608 |
|Low Income   |2022-02-07|1.4369953384 |
|High Income  |2022-02-07|1.3423469442 |
|Middle Income|2022-02-08|1.6466323608 |
|Low Income   |2022-02-08|1.4369953384 |
|High Income  |2022-02-08|1.3423469442 |
